Conference_name,Speaker,Attendee_list,conference_date,conference_llocation
Tamil Nadu Veterinary and Animal Sciences University,"[{""first_name"":""Matthias"",""last_name"":""Priscott"",""NPI"":""6966367605""}]","[{""first_name"":""Fergus"",""last_name"":""Orrick"",""NPI"":""8817542679""},{""first_name"":""Bernhard"",""last_name"":""Caselli"",""NPI"":""5829196514""},{""first_name"":""Tabby"",""last_name"":""Riceards"",""NPI"":""4273602318""},{""first_name"":""Karena"",""last_name"":""MacGorrie"",""NPI"":""3655585071""}]",5/21/2019,Al Qadmūs
Siebold University of Nagasaki,"[{""first_name"":""Dody"",""last_name"":""Tie"",""NPI"":""0363157883""}]","[{""first_name"":""Leif"",""last_name"":""Tilzey"",""NPI"":""9187876582""},{""first_name"":""Zolly"",""last_name"":""Bisterfeld"",""NPI"":""0835510794""},{""first_name"":""Wenona"",""last_name"":""Gall"",""NPI"":""2336637022""},{""first_name"":""Lissie"",""last_name"":""Purchall"",""NPI"":""2922950425""}]",5/30/2019,Zielonka
Gulu University,"[{""first_name"":""Arch"",""last_name"":""Giraux"",""NPI"":""2535784998""}]","[{""first_name"":""Fredrick"",""last_name"":""Hubbucke"",""NPI"":""3054037185""},{""first_name"":""Dori"",""last_name"":""Quinion"",""NPI"":""9307707596""},{""first_name"":""Meg"",""last_name"":""Wallach"",""NPI"":""1857504992""},{""first_name"":""Alix"",""last_name"":""Rusted"",""NPI"":""4002482405""}]",5/26/2019,Tibiri
National Ribat University,"[{""first_name"":""Arlette"",""last_name"":""Bartrum"",""NPI"":""7927274589""}]","[{""first_name"":""Wenona"",""last_name"":""Gall"",""NPI"":""2336637022""},{""first_name"":""Pierre"",""last_name"":""Trineman"",""NPI"":""6683286191""},{""first_name"":""Sharia"",""last_name"":""Blincowe"",""NPI"":""6727825513""},{""first_name"":""Marnia"",""last_name"":""Pepin"",""NPI"":""3914371749""},{""first_name"":""Lorie"",""last_name"":""Tomlinson"",""NPI"":""3840263980""}]",1/18/2019,Stepnica
 Huaihua University,"[{""first_name"":""Aldric"",""last_name"":""Volkes"",""NPI"":""2122646853""}]","[{""first_name"":""Errol"",""last_name"":""Durrad"",""NPI"":""3299320645""},{""first_name"":""Karlik"",""last_name"":""Lackinton"",""NPI"":3953606786},{""first_name"":""Davidson"",""last_name"":""Dumbleton"",""NPI"":""2983494160""}]",11/8/2018,Rodez
Capital University of Economics and Business,"[{""first_name"":""Jackie"",""last_name"":""Cobbin"",""NPI"":""5068277177""}]","[{""first_name"":""Quinn"",""last_name"":""Challiner"",""NPI"":""5529429394""},{""first_name"":""Meta"",""last_name"":""Djurisic"",""NPI"":""5238608985""},{""first_name"":""Milzie"",""last_name"":""Vanacci"",""NPI"":""4701872040""},{""first_name"":""Marcile"",""last_name"":""Bartens"",""NPI"":""0225551551""},{""first_name"":""Daune"",""last_name"":""Strong"",""NPI"":""7803902359""}]",6/6/2019,Massy
Cumberland University,"[{""first_name"":""Cassandry"",""last_name"":""Fearn"",""NPI"":""8278518521""}]","[{""first_name"":""Adara"",""last_name"":""Brockton"",""NPI"":""5703531667""},{""first_name"":""Burnard"",""last_name"":""Plott"",""NPI"":""0198817665""},{""first_name"":""Lind"",""last_name"":""Bracher"",""NPI"":""5984020769""},{""first_name"":""Hobey"",""last_name"":""Maher"",""NPI"":""3314313276""},{""first_name"":""Mildrid"",""last_name"":""Tapp"",""NPI"":""1670762823""}]",8/13/2019,Kushnytsya
Universitas Simalungun,"[{""first_name"":""Lloyd"",""last_name"":""Prendeville"",""NPI"":""1721474927""}]","[{""first_name"":""Madeleine"",""last_name"":""Legonidec"",""NPI"":""3069708528""},{""first_name"":""Alden"",""last_name"":""Broy"",""NPI"":""9159223766""},{""first_name"":""Dix"",""last_name"":""Janaszewski"",""NPI"":""1953564151""},{""first_name"":""Nealon"",""last_name"":""Eustis"",""NPI"":""3682510400""}]",3/9/2019,Nampula
University of Wisconsin - Stevens Point,"[{""first_name"":""Georgina"",""last_name"":""Clemendet"",""NPI"":""7663664833""}]","[{""first_name"":""Grethel"",""last_name"":""Benoix"",""NPI"":2799293735},{""first_name"":""Chrissie"",""last_name"":""Higford"",""NPI"":""4070783660""},{""first_name"":""Grethel"",""last_name"":""Benoix"",""NPI"":2799293735},{""first_name"":""Rici"",""last_name"":""Ayllett"",""NPI"":""8735980214""},{""first_name"":""Shaun"",""last_name"":""Nelthorpe"",""NPI"":""4395023363""}]",4/1/2019,Jaguarão
Toyama University,"[{""first_name"":""Mirilla"",""last_name"":""Vern"",""NPI"":""9603555312""}]","[{""first_name"":""Elle"",""last_name"":""Cleyne"",""NPI"":""3488533972""},{""first_name"":""Ciel"",""last_name"":""Cappleman"",""NPI"":""7147537114""},{""first_name"":""Lurline"",""last_name"":""Sheerin"",""NPI"":""5084347303""}]",4/26/2019,Novovladykino
Universidad Adventista de Centro América,"[{""first_name"":""Carlie"",""last_name"":""Breese"",""NPI"":""5143994675""}]","[{""first_name"":""Genia"",""last_name"":""Tabary"",""NPI"":""2439798762""},{""first_name"":""Christie"",""last_name"":""McCluskey"",""NPI"":""8728427270""},{""first_name"":""Arlette"",""last_name"":""Bartrum"",""NPI"":""7927274589""},{""first_name"":""Rivalee"",""last_name"":""Cicconetti"",""NPI"":""8846736419""},{""first_name"":""Bradly"",""last_name"":""Minchin"",""NPI"":""7647294385""}]",12/28/2018,Gedangan
Bu Ali Sina University,"[{""first_name"":""Alden"",""last_name"":""Broy"",""NPI"":""9159223766""}]","[{""first_name"":""Gwenore"",""last_name"":""Sheen"",""NPI"":""1837881685""},{""first_name"":""Devlen"",""last_name"":""Ordidge"",""NPI"":""8050037738""},{""first_name"":""Annalise"",""last_name"":""Mankor"",""NPI"":""7912721363""},{""first_name"":""Agnes"",""last_name"":""Terbeck"",""NPI"":""9588089719""}]",8/15/2019,Staraya Mayna
Bahrain Polytechnic,"[{""first_name"":""Ernestus"",""last_name"":""Grelka"",""NPI"":""6734301958""}]","[{""first_name"":""Carly"",""last_name"":""Toll"",""NPI"":2099272956},{""first_name"":""Patsy"",""last_name"":""Peaden"",""NPI"":""6278548615""},{""first_name"":""Mirilla"",""last_name"":""Vern"",""NPI"":""9603555312""},{""first_name"":""Aubrey"",""last_name"":""Clevely"",""NPI"":""3531061798""},{""first_name"":""Norbert"",""last_name"":""Beyn"",""NPI"":""7868420863""}]",1/31/2019,Yangjiao
New England School of Communications,"[{""first_name"":""Brok"",""last_name"":""Cupitt"",""NPI"":""3482086494""}]","[{""first_name"":""Karrah"",""last_name"":""Otham"",""NPI"":""5779309256""},{""first_name"":""Alysia"",""last_name"":""Grennan"",""NPI"":""3126374158""},{""first_name"":""Louise"",""last_name"":""Cudworth"",""NPI"":""5911112973""},{""first_name"":""Vikki"",""last_name"":""Choke"",""NPI"":""9166466598""}]",7/15/2019,Shin’ichi
"Islamic Azad University, Gorgan","[{""first_name"":""Ranee"",""last_name"":""Van der Velde"",""NPI"":""3529719129""}]","[{""first_name"":""Davine"",""last_name"":""Varvell"",""NPI"":""0133088901""},{""first_name"":""Jedediah"",""last_name"":""Rathke"",""NPI"":""6878406951""},{""first_name"":""Adler"",""last_name"":""Eadmeades"",""NPI"":""5451465398""},{""first_name"":""Hertha"",""last_name"":""Hammerberger"",""NPI"":""0951779311""},{""first_name"":""Nicolas"",""last_name"":""MacPaike"",""NPI"":""2267057123""}]",4/15/2019,Huerta Grande
University of Southern Queensland,"[{""first_name"":""Rosco"",""last_name"":""Perkins"",""NPI"":""6205331853""}]","[{""first_name"":""Annis"",""last_name"":""Abba"",""NPI"":""3038853291""},{""first_name"":""Alaine"",""last_name"":""Le Houx"",""NPI"":""6586469686""},{""first_name"":""Aurthur"",""last_name"":""Humburton"",""NPI"":""1893603520""},{""first_name"":""Marie"",""last_name"":""Lunam"",""NPI"":""2094095304""}]",3/4/2019,Jinshandian
Changsha University of Electric Power,"[{""first_name"":""Bartlett"",""last_name"":""MacAree"",""NPI"":""4194367707""}]","[{""first_name"":""Odetta"",""last_name"":""Potkin"",""NPI"":""3897897768""},{""first_name"":""Dav"",""last_name"":""Bottjer"",""NPI"":""7667532974""},{""first_name"":""Elroy"",""last_name"":""Ardley"",""NPI"":""9943583762""},{""first_name"":""Nate"",""last_name"":""Laidlow"",""NPI"":""0822837102""}]",1/21/2019,Apitong
Mercyhurst College,"[{""first_name"":""Lloyd"",""last_name"":""Prendeville"",""NPI"":""1721474927""}]","[{""first_name"":""Janeen"",""last_name"":""Walhedd"",""NPI"":""1318022193""},{""first_name"":""Richart"",""last_name"":""Voas"",""NPI"":""8117774542""},{""first_name"":""Bartholomew"",""last_name"":""Twelvetree"",""NPI"":""8653009183""},{""first_name"":""Doris"",""last_name"":""Killeen"",""NPI"":""7068487122""},{""first_name"":""Garold"",""last_name"":""Gimbrett"",""NPI"":""7428180848""}]",1/23/2019,Viškovci
Azabu University,"[{""first_name"":""Lilla"",""last_name"":""Harridge"",""NPI"":""1590093755""}]","[{""first_name"":""Katuscha"",""last_name"":""Hankinson"",""NPI"":""7459590231""},{""first_name"":""Wilbur"",""last_name"":""Renfree"",""NPI"":""4786694355""},{""first_name"":""Aubrey"",""last_name"":""Clevely"",""NPI"":""3531061798""},{""first_name"":""Auroora"",""last_name"":""Scimonelli"",""NPI"":""2730564101""}]",3/14/2019,Karangnunggal
Botswana Accountancy College,"[{""first_name"":""Cello"",""last_name"":""Snalom"",""NPI"":""5696756093""}]","[{""first_name"":""Terry"",""last_name"":""Stacy"",""NPI"":""4092128347""},{""first_name"":""De"",""last_name"":""Levicount"",""NPI"":""6395063200""},{""first_name"":""Grady"",""last_name"":""Bagster"",""NPI"":""5563497097""}]",10/7/2019,Cibodas
Washburn University,"[{""first_name"":""Dov"",""last_name"":""Dissman"",""NPI"":""3542962775""}]","[{""first_name"":""Lonnard"",""last_name"":""Seamer"",""NPI"":""0351710353""},{""first_name"":""Dorree"",""last_name"":""Hardwidge"",""NPI"":""2503804012""},{""first_name"":""Fannie"",""last_name"":""Coburn"",""NPI"":""4687390331""},{""first_name"":""Rosabella"",""last_name"":""Sedgeworth"",""NPI"":""8577249271""}]",11/15/2018,Bocaiúva
Niagara University,"[{""first_name"":""Mirilla"",""last_name"":""Vern"",""NPI"":""9603555312""}]","[{""first_name"":""Ronda"",""last_name"":""Frankiss"",""NPI"":""3059594066""},{""first_name"":""Ciel"",""last_name"":""Cappleman"",""NPI"":""7147537114""},{""first_name"":""Reade"",""last_name"":""Eddy"",""NPI"":""7803729053""},{""first_name"":""Gilberta"",""last_name"":""Penylton"",""NPI"":""9582816570""},{""first_name"":""Gusty"",""last_name"":""Tippin"",""NPI"":""2061416837""}]",3/5/2019,Al Khamīs
Jubail University College,"[{""first_name"":""Giselle"",""last_name"":""Raiman"",""NPI"":""0813028183""}]","[{""first_name"":""Seth"",""last_name"":""Phippin"",""NPI"":""7888350801""},{""first_name"":""Priscella"",""last_name"":""Oxterby"",""NPI"":""3411372559""},{""first_name"":""Margarete"",""last_name"":""Kiera"",""NPI"":""6760333810""},{""first_name"":""Ferdie"",""last_name"":""Ayliffe"",""NPI"":""8070771984""}]",12/24/2018,Verdizela
Oklahoma Christian University,"[{""first_name"":""Petunia"",""last_name"":""Scotfurth"",""NPI"":""9591791461""}]","[{""first_name"":""Jena"",""last_name"":""Schoffel"",""NPI"":""2411592795""},{""first_name"":""Winnifred"",""last_name"":""Gilliam"",""NPI"":""3873936240""},{""first_name"":""Rufe"",""last_name"":""Sedworth"",""NPI"":""2914230818""},{""first_name"":""Lezley"",""last_name"":""Treleven"",""NPI"":""0242214002""}]",3/30/2019,Dahe
Solapur University,"[{""first_name"":""Nelly"",""last_name"":""Zipsell"",""NPI"":""5725541533""}]","[{""first_name"":""Berkie"",""last_name"":""Sealand"",""NPI"":""8930471994""},{""first_name"":""Nate"",""last_name"":""Laidlow"",""NPI"":""0822837102""},{""first_name"":""Fannie"",""last_name"":""Coburn"",""NPI"":""4687390331""},{""first_name"":""Joaquin"",""last_name"":""Seedman"",""NPI"":""1796503207""},{""first_name"":""Panchito"",""last_name"":""Hundell"",""NPI"":""3152559577""}]",1/8/2019,Jiasi
Rose-Hulman Institute of Technology,"[{""first_name"":""Kim"",""last_name"":""Biermatowicz"",""NPI"":""2613282886""}]","[{""first_name"":""Beatrix"",""last_name"":""Dibden"",""NPI"":""4785806230""},{""first_name"":""Anestassia"",""last_name"":""Faivre"",""NPI"":""6241457489""},{""first_name"":""Chickie"",""last_name"":""Sendall"",""NPI"":""5882901839""},{""first_name"":""Chickie"",""last_name"":""Chivers"",""NPI"":""7366119644""}]",5/22/2019,Bweyogerere
Liszt Ferenc Academy of Music Budapest,"[{""first_name"":""Germana"",""last_name"":""Calway"",""NPI"":""8050700925""}]","[{""first_name"":""Tedmund"",""last_name"":""Peckham"",""NPI"":""3274698784""},{""first_name"":""Petunia"",""last_name"":""Scotfurth"",""NPI"":""9591791461""},{""first_name"":""Auroora"",""last_name"":""Scimonelli"",""NPI"":""2730564101""},{""first_name"":""Daniella"",""last_name"":""Martynikhin"",""NPI"":""2332419470""}]",2/20/2019,Gominhães
Universidad del Cono Sur de las Américas,"[{""first_name"":""Berkie"",""last_name"":""Sealand"",""NPI"":""8930471994""}]","[{""first_name"":""Kiri"",""last_name"":""Tout"",""NPI"":""0605985987""},{""first_name"":""Shaun"",""last_name"":""Manjin"",""NPI"":""4371174744""},{""first_name"":""Sargent"",""last_name"":""Blackney"",""NPI"":""2579087966""},{""first_name"":""Liesa"",""last_name"":""Hasnip"",""NPI"":""4736470607""},{""first_name"":""Fredra"",""last_name"":""Livezey"",""NPI"":""0359405274""}]",11/29/2018,Viljoenskroon
Kentucky Wesleyan College,"[{""first_name"":""Lauree"",""last_name"":""Saffer"",""NPI"":1283066823}]","[{""first_name"":""Clare"",""last_name"":""Gurrado"",""NPI"":""7823301016""},{""first_name"":""Arin"",""last_name"":""Longthorn"",""NPI"":""2911636015""},{""first_name"":""Berkie"",""last_name"":""Sealand"",""NPI"":""8930471994""},{""first_name"":""Nelly"",""last_name"":""Zipsell"",""NPI"":""5725541533""},{""first_name"":""Borden"",""last_name"":""Bareham"",""NPI"":""6563491553""}]",9/19/2019,Pinrang
Middlesex University,"[{""first_name"":""Rosco"",""last_name"":""Perkins"",""NPI"":""6205331853""}]","[{""first_name"":""Sargent"",""last_name"":""Blackney"",""NPI"":""2579087966""},{""first_name"":""Deidre"",""last_name"":""Ruhben"",""NPI"":""7220040350""},{""first_name"":""Rowe"",""last_name"":""Daulton"",""NPI"":""9268878763""}]",11/24/2018,Ra’s Bayrūt
Universidade Federal de Santa Catarina,"[{""first_name"":""Dorree"",""last_name"":""Hardwidge"",""NPI"":""2503804012""}]","[{""first_name"":""Hall"",""last_name"":""Bailes"",""NPI"":""6135132636""},{""first_name"":""Trude"",""last_name"":""Boick"",""NPI"":""7542302124""},{""first_name"":""Sibella"",""last_name"":""Mullen"",""NPI"":""2583540181""},{""first_name"":""Tedmund"",""last_name"":""Peckham"",""NPI"":""3274698784""}]",7/7/2019,Libertad
University of the Humanities,"[{""first_name"":""Geraldine"",""last_name"":""Glynne"",""NPI"":""6878518210""}]","[{""first_name"":""Sheffie"",""last_name"":""Marr"",""NPI"":""9655010953""},{""first_name"":""Karylin"",""last_name"":""Sandeford"",""NPI"":""8120580168""},{""first_name"":""Ernestus"",""last_name"":""Grelka"",""NPI"":""6734301958""}]",9/10/2019,Haikou
Auburn University at Montgomery,"[{""first_name"":""Kalvin"",""last_name"":""Gantlett"",""NPI"":""5145803443""}]","[{""first_name"":""Tammie"",""last_name"":""Empson"",""NPI"":""8800207952""},{""first_name"":""Evy"",""last_name"":""Birnie"",""NPI"":""3853627595""},{""first_name"":""Aguistin"",""last_name"":""Spatig"",""NPI"":""7114485239""},{""first_name"":""Gaston"",""last_name"":""Fitzpatrick"",""NPI"":""3558632222""},{""first_name"":""Ricoriki"",""last_name"":""Ricardo"",""NPI"":""6359885034""}]",12/29/2018,Garoua
Ecole Spéciale de Mécanique et d'Electricité,"[{""first_name"":""Dagny"",""last_name"":""Blenkinsop"",""NPI"":""3914514949""}]","[{""first_name"":""Pollyanna"",""last_name"":""Rathborne"",""NPI"":9392991037},{""first_name"":""Dorotea"",""last_name"":""Jakubovski"",""NPI"":""7025549576""},{""first_name"":""Ivan"",""last_name"":""Corsar"",""NPI"":""7711023774""}]",8/31/2019,Yuanmen
Texas A&M University,"[{""first_name"":""Yuri"",""last_name"":""Kirrage"",""NPI"":""8403666667""}]","[{""first_name"":""Gabriela"",""last_name"":""Killiner"",""NPI"":""7954677850""},{""first_name"":""Gratia"",""last_name"":""Houlden"",""NPI"":""1842183648""},{""first_name"":""Darcey"",""last_name"":""Bugg"",""NPI"":""3809560022""},{""first_name"":""Tilda"",""last_name"":""Barron"",""NPI"":""9121204020""},{""first_name"":""Merralee"",""last_name"":""Bebb"",""NPI"":""3486136194""}]",1/24/2019,Ehu
Ecole Nationale des Travaux Publics de l'Etat,"[{""first_name"":""Nealon"",""last_name"":""Eustis"",""NPI"":""3682510400""}]","[{""first_name"":""Deck"",""last_name"":""Jiggen"",""NPI"":8548026855},{""first_name"":""Obed"",""last_name"":""Dene"",""NPI"":""8033848154""},{""first_name"":""Nelly"",""last_name"":""Zipsell"",""NPI"":""5725541533""}]",6/25/2019,Oslo
The College of The Bahamas,"[{""first_name"":""Briano"",""last_name"":""Barthelet"",""NPI"":""9985719786""}]","[{""first_name"":""Mildrid"",""last_name"":""Tapp"",""NPI"":""1670762823""},{""first_name"":""Marshal"",""last_name"":""Martello"",""NPI"":""3195390361""},{""first_name"":""Duke"",""last_name"":""Guiness"",""NPI"":""4232895191""},{""first_name"":""Morgana"",""last_name"":""Luckes"",""NPI"":""1173496718""}]",5/11/2019,Al Finţās
Institute for the Economy in Transition,"[{""first_name"":""Alysia"",""last_name"":""Grennan"",""NPI"":""3126374158""}]","[{""first_name"":""Janaya"",""last_name"":""Godson"",""NPI"":""2325604535""},{""first_name"":""Kaitlin"",""last_name"":""Drinkhall"",""NPI"":""9960715671""},{""first_name"":""Jorgan"",""last_name"":""Khomin"",""NPI"":""9583672858""},{""first_name"":""Adham"",""last_name"":""Broome"",""NPI"":""5206690554""}]",6/21/2019,Dongjin
South China University,"[{""first_name"":""Ernest"",""last_name"":""Ambroz"",""NPI"":""0304207977""}]","[{""first_name"":""Wallis"",""last_name"":""Hoggins"",""NPI"":""8047416294""},{""first_name"":""Keriann"",""last_name"":""Bertin"",""NPI"":""0517813653""},{""first_name"":""Annamaria"",""last_name"":""Wethered"",""NPI"":""5925516559""}]",11/8/2018,Łęki
Université de Sidi-Bel-Abbès (Djillali Liabès),"[{""first_name"":""Rose"",""last_name"":""Milstead"",""NPI"":""4350532102""}]","[{""first_name"":""Kris"",""last_name"":""Kestle"",""NPI"":""0244857490""},{""first_name"":""Genia"",""last_name"":""Tabary"",""NPI"":""2439798762""},{""first_name"":""Dale"",""last_name"":""Collibear"",""NPI"":""1687900337""}]",4/2/2019,San Luis Jilotepeque
Fachhochschule für das öffentliche Bibliothekswesen Bonn,"[{""first_name"":""Alverta"",""last_name"":""Spinks"",""NPI"":""0418262446""}]","[{""first_name"":""Elvira"",""last_name"":""Mouse"",""NPI"":""5888024694""},{""first_name"":""Dewain"",""last_name"":""Kwietak"",""NPI"":""3703590262""},{""first_name"":""Rania"",""last_name"":""Dot"",""NPI"":4901848194},{""first_name"":""Elroy"",""last_name"":""Ardley"",""NPI"":""9943583762""},{""first_name"":""Bendick"",""last_name"":""Collymore"",""NPI"":""2835110631""}]",10/25/2018,Kalynivka
Rockford College,"[{""first_name"":""Natale"",""last_name"":""Somerscales"",""NPI"":""5337850318""}]","[{""first_name"":""Alfred"",""last_name"":""Childs"",""NPI"":""6631412293""},{""first_name"":""Charla"",""last_name"":""Deniseau"",""NPI"":""8741084446""},{""first_name"":""Aeriel"",""last_name"":""Golborne"",""NPI"":""0306248255""},{""first_name"":""Lyman"",""last_name"":""Petch"",""NPI"":""4959772158""}]",3/30/2019,Lubenia
